Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Wine,Coca-Cola,Alcoholic,749,9095,6559,2536,3/5/21,Douglas Jones,Rhode Island,South Gary,8456,0-362-92135-0
Vodka,Pepsi,Alcoholic,203,8176,4579,3597,4/30/23,Brandy Haas,Alabama,Murphychester,45435,0-448-92135-9
Lemonade,Dr. Pepper,Soft Drink,894,5598,2105,3493,3/5/23,Catherine Wiley,North Dakota,West Sherrystad,19962,0-358-94763-4
Green Tea,Coca-Cola,Tea,802,8314,759,7555,7/22/21,Billy Stanley,Hawaii,Dicksonmouth,57795,1-7323527-0-4
Coffee,Pepsi,Coffee,834,4915,4645,270,10/22/20,Wendy Hale,Vermont,Davidsonberg,84398,1-4068-8636-X
Energy Drink,Pepsi,Soft Drink,294,6289,3948,2341,10/4/21,Jesse Figueroa,New York,East Richard,4765,0-367-29004-9
Wine,Pepsi,Alcoholic,832,4115,3228,887,11/16/20,Chad Carson,California,New Judith,32298,1-871026-62-8
Vodka,Pepsi,Alcoholic,781,3280,5369,-2089,6/8/23,David Manning,Michigan,Stephanieland,47342,1-393-00331-1
Coffee,Coca-Cola,Coffee,387,3678,7277,-3599,4/7/21,Peter White,Nevada,New Erintown,68072,1-09-328921-X
Wine,Pepsi,Alcoholic,554,5464,6993,-1529,8/17/22,Rebecca Reese,Nebraska,Michaelbury,35077,1-899889-04-3
Energy Drink,Dr. Pepper,Soft Drink,292,3029,3938,-909,1/5/21,Gary Gill,Nevada,North Laura,89848,0-699-61305-1
Herbal Tea,Pepsi,Tea,891,8150,2429,5721,6/27/21,Mark Garcia,Rhode Island,Petershire,30759,1-82713-065-2
Energy Drink,Coca-Cola,Soft Drink,738,4671,7027,-2356,2/10/21,Manuel Coleman,Pennsylvania,Michaelmouth,39152,1-66555-463-0
Vodka,Pepsi,Alcoholic,343,9938,2151,7787,11/6/22,Gabrielle Lopez,Missouri,North Justinhaven,39544,1-347-23646-5
Green Tea,Coca-Cola,Tea,297,6110,1182,4928,1/16/23,Bobby Mitchell,Georgia,Williamhaven,84089,0-573-35955-5
Coffee,Dr. Pepper,Coffee,478,8337,3793,4544,10/19/20,Whitney Meyer,Massachusetts,Jeremyton,79559,0-13-331841-9
Coffee,Dr. Pepper,Coffee,203,4342,2263,2079,12/15/22,Caitlin Keller,New Jersey,Loganfort,94157,1-4111-8864-0
Coffee,Pepsi,Coffee,985,2234,1507,727,4/29/23,Christian Marshall,Nebraska,Lisaton,72297,1-355-94953-X
Cola,Pepsi,Soft Drink,334,1827,1307,520,1/14/20,Larry Thompson,Michigan,West Sarahville,73178,0-602-29622-6
Vodka,Pepsi,Alcoholic,405,2409,3583,-1174,1/4/23,Mrs. Kayla Lowe,Minnesota,New Jacob,48641,1-85660-313-X
Vodka,Coca-Cola,Alcoholic,495,1039,4217,-3178,8/13/21,William Harrison,North Dakota,Shannonhaven,34786,0-252-50441-0
Cola,Dr. Pepper,Soft Drink,835,9827,5883,3944,6/29/20,Emily Miller,Nebraska,Ballside,2938,0-296-13300-0
Energy Drink,Coca-Cola,Soft Drink,197,9450,1353,8097,10/20/22,Rhonda Gomez,Alaska,North Brandonhaven,59362,1-60867-849-0
Cola,Pepsi,Soft Drink,175,5013,1119,3894,1/29/22,Desiree Kennedy,Nebraska,Stephanieville,24224,0-552-29257-5
Green Tea,Dr. Pepper,Tea,306,2659,4271,-1612,9/19/22,Patrick Thompson,Oklahoma,Thomasmouth,41911,0-19-363187-3
Wine,Pepsi,Alcoholic,145,1203,5068,-3865,10/20/20,Allison Schwartz,Alabama,New Louisbury,71939,0-89597-501-7
Cola,Pepsi,Soft Drink,898,9005,4682,4323,7/12/23,Randy Gonzalez,Mississippi,Bakerfurt,78599,1-59996-382-5
Beer,Dr. Pepper,Alcoholic,866,2659,2251,408,8/13/20,Brett Clark,Mississippi,Goodton,68029,1-951846-97-4
Green Tea,Dr. Pepper,Tea,515,2991,5788,-2797,8/25/20,Kimberly Spence,Colorado,Davismouth,14043,1-71742-149-0
Black Tea,Coca-Cola,Tea,791,4950,7062,-2112,2/25/20,Tyrone Odom,New Hampshire,Lake Gabrielleside,2877,0-9908563-2-1
Coffee,Pepsi,Coffee,506,3183,1300,1883,8/31/22,Adrian Francis,Missouri,North Christina,39068,0-506-49923-5
Vodka,Dr. Pepper,Alcoholic,351,3869,3959,-90,3/22/22,David Roach,Wisconsin,South Thomas,84573,1-242-62843-6
Beer,Coca-Cola,Alcoholic,453,4266,1629,2637,5/6/20,Ashley Carson,Washington,New Adam,65586,0-7390-8882-3
Cola,Pepsi,Soft Drink,325,3994,3556,438,2/20/20,Elizabeth Clark,Utah,North Robert,35269,0-07-378263-7
Green Tea,Coca-Cola,Tea,710,9306,2039,7267,12/20/20,Richard Brandt,Rhode Island,Lake William,8323,1-344-57515-3
Energy Drink,Coca-Cola,Soft Drink,246,1102,3579,-2477,5/8/20,Katherine Davis,Georgia,North Paul,10148,0-471-23122-3
Coffee,Pepsi,Coffee,753,6229,2569,3660,5/14/23,Lori King,Hawaii,West Michael,3594,0-7948-3055-2
Coffee,Coca-Cola,Coffee,491,7470,4851,2619,7/5/20,Tammy Adams,New York,Michaelchester,4868,1-130-28594-4
Green Tea,Coca-Cola,Tea,670,9871,5099,4772,12/3/22,Debbie Irwin,Rhode Island,West Tylerstad,25276,1-957764-60-0
Green Tea,Coca-Cola,Tea,176,5261,7758,-2497,9/15/21,Brian Gross,Alabama,Newmanside,99919,1-65349-312-7
Black Tea,Coca-Cola,Tea,887,9319,3676,5643,12/26/22,Michelle Miller,New Hampshire,West Victorborough,38329,0-08-755230-2
Cola,Pepsi,Soft Drink,958,9229,6599,2630,2/19/21,Karen Smith,Alaska,Lake Karenville,29153,1-995750-59-X
Lemonade,Coca-Cola,Soft Drink,214,2209,2244,-35,1/15/21,James Chapman,Wyoming,Wesleytown,36197,0-395-98484-X
Vodka,Pepsi,Alcoholic,427,2461,6519,-4058,10/16/20,Kenneth Lewis,Hawaii,Port John,97421,1-07-766258-0
Cola,Dr. Pepper,Soft Drink,369,8079,7603,476,3/1/20,Jeremy Harper,Massachusetts,New Johnhaven,87925,1-9869-5111-1
Green Tea,Pepsi,Tea,681,8887,7096,1791,3/18/22,William Lin,Texas,Lake Angela,3549,1-08-829288-7
Energy Drink,Coca-Cola,Soft Drink,871,1549,1143,406,6/28/21,Eric Smith,Georgia,West Cassidy,7346,0-13-926018-8
Herbal Tea,Pepsi,Tea,308,1996,6657,-4661,4/5/20,Suzanne Walker,Iowa,Collinsview,22471,1-216-53298-2
Vodka,Coca-Cola,Alcoholic,927,5823,7293,-1470,4/29/21,Amber Pearson,Washington,South Nicoleside,5304,0-478-03072-X
Herbal Tea,Dr. Pepper,Tea,245,2228,2682,-454,3/20/22,Brian Bailey,Texas,North Karen,3219,0-373-53807-3
Wine,Dr. Pepper,Alcoholic,237,9341,3683,5658,2/12/21,Stacy Newton,Idaho,New Rachel,38058,0-7990-8356-9
Beer,Dr. Pepper,Alcoholic,163,9233,3479,5754,12/14/22,Dorothy Cantu,North Carolina,Wayneshire,38322,0-577-61454-1
Energy Drink,Dr. Pepper,Soft Drink,383,7530,6384,1146,9/5/22,Rachel Young,Montana,East Jamesstad,81068,0-497-28961-X
Black Tea,Dr. Pepper,Tea,305,2376,7643,-5267,1/22/20,Kelsey Lopez,Washington,New Melissa,19783,1-72025-512-1
Beer,Coca-Cola,Alcoholic,499,4940,5216,-276,5/3/22,Julie Young,Delaware,Jamiemouth,20937,0-7278-1928-3
Green Tea,Pepsi,Tea,473,9799,1176,8623,7/8/21,Joanna Pollard,New Hampshire,South Jonathan,42581,0-18-883688-8
Wine,Dr. Pepper,Alcoholic,975,5725,2018,3707,6/4/23,Brian Alvarado,Iowa,New Lindsay,70250,1-9860-1420-7
Coffee,Coca-Cola,Coffee,543,3525,1545,1980,8/13/20,Hannah Santiago,Vermont,Harrellshire,38448,1-915993-74-1
Coffee,Dr. Pepper,Coffee,723,7998,5505,2493,10/24/20,Kevin Anderson,Michigan,West Williamburgh,89863,1-64161-458-7
Vodka,Pepsi,Alcoholic,747,1280,7457,-6177,2/23/21,Jill Allen,Florida,Emilytown,29395,0-939535-78-5
Energy Drink,Coca-Cola,Soft Drink,487,4284,7672,-3388,2/24/21,Michael Williamson,Tennessee,Barrerafort,40225,0-344-38565-5
Beer,Coca-Cola,Alcoholic,920,8242,3984,4258,6/28/21,Heather Young,Vermont,Longview,48601,1-243-10782-0
Wine,Pepsi,Alcoholic,832,3468,5009,-1541,6/11/22,William Paul,Idaho,Brycechester,19952,0-563-54044-3
Lemonade,Dr. Pepper,Soft Drink,151,1110,847,263,6/24/22,Allison Calderon,Wisconsin,Port Charlesshire,3619,0-7732-7139-2
Vodka,Dr. Pepper,Alcoholic,542,4397,1096,3301,1/22/22,Wanda Smith,Delaware,Barnestown,6225,0-9687592-0-3
Wine,Coca-Cola,Alcoholic,702,8453,3393,5060,2/14/21,Julie Howard,Nevada,Joview,89035,1-55556-524-7
Vodka,Coca-Cola,Alcoholic,461,8310,998,7312,7/8/21,Krystal Burton,Florida,Fisherville,31325,0-280-64156-7
Vodka,Dr. Pepper,Alcoholic,784,2490,7330,-4840,7/5/23,Julie Snow,Arkansas,Nicolefurt,8699,0-16-369393-5
Coffee,Coca-Cola,Coffee,172,9869,1319,8550,5/9/22,Megan Garcia,New York,New Amanda,81331,0-267-34181-4
Vodka,Dr. Pepper,Alcoholic,805,4077,616,3461,7/13/23,Sandra Poole,Maine,Michaelville,43037,0-7962-1507-3
Beer,Coca-Cola,Alcoholic,867,3541,5829,-2288,6/16/20,Francisco Williams,Missouri,Rodriguezberg,7368,0-11-455335-1
Beer,Pepsi,Alcoholic,682,6698,7439,-741,5/18/21,Dr. Kristen Sullivan,Missouri,Jonathanfurt,35167,0-587-87421-X
Herbal Tea,Dr. Pepper,Tea,134,3730,6277,-2547,10/11/22,Jeffrey Moore,Tennessee,Jadeside,45571,1-04-624010-2
Energy Drink,Pepsi,Soft Drink,744,9731,6012,3719,4/23/22,Ashley Shepherd,New Hampshire,South Lindsayfort,8555,0-10-127098-4
Beer,Coca-Cola,Alcoholic,984,8653,2214,6439,1/8/20,Daniel Dougherty,Delaware,Courtneybury,41524,0-85509-817-1
Energy Drink,Coca-Cola,Soft Drink,729,9802,4452,5350,3/31/20,Joy Lee,Nevada,North Adrianafurt,58226,1-119-83843-6
Black Tea,Coca-Cola,Tea,613,5114,4774,340,12/14/21,Paul Johnson,Alabama,Rachelland,91392,0-19-037339-3
Cola,Pepsi,Soft Drink,365,2510,2816,-306,9/20/21,Lisa Rollins,Massachusetts,Hollandburgh,72519,0-372-80779-8
Black Tea,Coca-Cola,Tea,946,1063,1467,-404,7/3/23,Michele Martin,Georgia,Wallfort,13512,1-55851-737-5
Wine,Coca-Cola,Alcoholic,829,9330,1680,7650,7/28/22,Stacey Mason,Illinois,South Danielleport,97357,1-75481-176-0
Herbal Tea,Coca-Cola,Tea,976,5242,4379,863,1/2/23,James Rodriguez,Mississippi,Farrellburgh,20022,1-58213-225-9
Energy Drink,Pepsi,Soft Drink,340,7262,2336,4926,1/2/20,Debra Peters,Oregon,South Scottstad,84366,1-4918-4932-0
Green Tea,Dr. Pepper,Tea,943,1868,5441,-3573,6/22/23,Samantha Richardson,Mississippi,Parkview,54343,1-4293-3471-1
Beer,Dr. Pepper,Alcoholic,901,4939,1508,3431,7/26/20,Ethan Olson,Minnesota,East Brittany,25939,0-569-78307-0
Herbal Tea,Pepsi,Tea,424,8240,4671,3569,5/21/21,Jennifer Wiggins MD,New Jersey,Lewisberg,96831,1-04-356998-7
Herbal Tea,Pepsi,Tea,966,7784,5914,1870,9/11/22,John Roth,Kansas,New Alan,28779,1-09-347686-9
Vodka,Pepsi,Alcoholic,913,7599,3933,3666,10/7/21,Brittney Hill,Indiana,Port Davidfort,49785,0-532-77024-2
Beer,Pepsi,Alcoholic,783,9988,7661,2327,5/27/23,Patrick Collins,Iowa,Fostertown,85497,1-61141-684-1
Herbal Tea,Dr. Pepper,Tea,230,5420,3633,1787,3/20/23,Jeffrey Greer,Kansas,Lake Davidchester,20037,1-63936-048-4
Energy Drink,Coca-Cola,Soft Drink,188,1268,3970,-2702,7/8/20,Laura Johnson,Massachusetts,North Tamara,83737,0-10-529541-8
Coffee,Dr. Pepper,Coffee,173,5110,7805,-2695,2/8/20,Mary Ramirez,Delaware,Vaughnmouth,40782,0-12-512491-0
Energy Drink,Pepsi,Soft Drink,204,9755,5764,3991,6/2/20,Amanda Gonzalez,Arkansas,South Joycemouth,96860,0-214-93905-7
Vodka,Pepsi,Alcoholic,586,9681,944,8737,1/28/23,Matthew Hernandez,Georgia,Cindyport,81157,1-350-68966-1
Lemonade,Pepsi,Soft Drink,905,6539,1994,4545,7/5/23,Carolyn Duran,Alaska,Port Brendamouth,21630,1-366-33950-9
Coffee,Coca-Cola,Coffee,657,8395,5118,3277,10/30/21,James Soto,Utah,Tylerton,20017,0-06-902119-8
Herbal Tea,Coca-Cola,Tea,422,1911,3465,-1554,7/18/20,John Scott,Tennessee,Christinaborough,58335,0-627-38497-8
Cola,Coca-Cola,Soft Drink,145,8798,4245,4553,2/5/20,Sherry Mejia,Virginia,Dixonburgh,20031,0-669-82161-6
Black Tea,Dr. Pepper,Tea,896,4517,3686,831,8/28/22,Timothy Watson,Hawaii,North Thomas,55030,1-318-39290-X
Wine,Coca-Cola,Alcoholic,990,2238,2185,53,7/9/22,Richard Gregory,Tennessee,North Elizabethberg,7048,0-506-69163-2
Cola,Pepsi,Soft Drink,918,3670,3443,227,8/6/21,Marcus Brown,South Carolina,East Anthony,97716,0-491-46351-0
Coffee,Pepsi,Coffee,369,3054,4698,-1644,12/6/20,Hannah Walsh,Nevada,New Michael,78580,1-161-76173-X
Energy Drink,Dr. Pepper,Soft Drink,303,8601,2716,5885,3/31/20,Richard Ryan,Louisiana,Henryburgh,32316,1-347-39421-4
Vodka,Dr. Pepper,Alcoholic,878,1727,2153,-426,5/3/20,Christie Trujillo,Pennsylvania,Smithhaven,99776,0-451-51409-2
Herbal Tea,Dr. Pepper,Tea,281,8559,2891,5668,2/5/20,Lisa Gallagher,South Dakota,New Courtney,3086,0-347-54830-X
Cola,Coca-Cola,Soft Drink,773,5153,5731,-578,5/3/23,Jamie Sanchez,Wyoming,South Joshua,27903,0-8048-2481-9
Herbal Tea,Pepsi,Tea,333,7379,4274,3105,4/23/22,Kristina Morris,Vermont,Lake Lisaview,6205,1-4803-9076-3
Vodka,Dr. Pepper,Alcoholic,551,9119,5798,3321,3/13/23,Alexis Casey,Florida,Port Thomasburgh,98028,0-558-27399-8
Green Tea,Coca-Cola,Tea,207,7474,1055,6419,11/12/20,Karen Evans,Virginia,Davidmouth,17282,0-513-47948-1
Lemonade,Dr. Pepper,Soft Drink,520,1491,4565,-3074,12/31/22,Katherine Lopez,Alabama,Port Christopherport,20029,1-01-096709-6
Black Tea,Dr. Pepper,Tea,712,8042,5438,2604,2/17/20,Benjamin Rowe,Montana,West Pennystad,96721,0-9691806-1-6
Cola,Dr. Pepper,Soft Drink,445,8428,2057,6371,2/23/23,Catherine Johnson,Kansas,Port Juliatown,51912,0-17-871776-2
Herbal Tea,Coca-Cola,Tea,385,4635,6653,-2018,4/24/20,Steven Rogers,Oregon,Lake Thomas,80673,1-62619-429-7
Lemonade,Coca-Cola,Soft Drink,329,6769,3891,2878,3/24/22,Nicholas Petersen,North Carolina,Lake Jeffery,36207,0-540-62267-2
Coffee,Dr. Pepper,Coffee,424,4226,6313,-2087,7/21/21,Mrs. Monica Adams,West Virginia,East Cherylport,18565,0-225-74589-5
Black Tea,Pepsi,Tea,172,5503,2059,3444,1/12/20,Heather Carpenter,Kansas,South Amy,6365,0-561-77512-5
Wine,Coca-Cola,Alcoholic,197,2120,2512,-392,7/6/23,Andrea Dennis,Florida,Bobbyhaven,76639,1-140-28244-1
Green Tea,Pepsi,Tea,475,6791,3682,3109,8/1/21,Adam Wheeler,Massachusetts,West Sharonchester,32181,0-264-95789-X
Beer,Dr. Pepper,Alcoholic,530,7965,2087,5878,1/8/21,Shane Hunter,Illinois,Brendamouth,6387,0-06-102134-2
Beer,Pepsi,Alcoholic,413,3821,2519,1302,8/20/20,Jordan Perez,Maryland,Calvinmouth,39439,0-9962866-9-1
Lemonade,Dr. Pepper,Soft Drink,934,4944,1952,2992,3/10/21,Leslie Davis,New York,Lake Thomasmouth,59766,1-4408-3509-8
Lemonade,Coca-Cola,Soft Drink,360,9437,6455,2982,10/1/20,George Graham,Washington,Lake Ronald,5014,1-80444-568-1
Coffee,Coca-Cola,Coffee,891,4120,4803,-683,12/11/22,Mary Proctor,New Mexico,North Lisashire,19151,0-17-106108-X
Wine,Dr. Pepper,Alcoholic,702,1623,6036,-4413,2/10/23,Vincent Sanders,Maine,South Allisonfort,47119,1-64468-396-2
Wine,Pepsi,Alcoholic,298,8556,4295,4261,8/27/21,Richard Morris,Pennsylvania,Lake Williammouth,30499,0-396-65625-0
Green Tea,Coca-Cola,Tea,364,3863,3232,631,1/10/21,Kimberly Flowers,Texas,Kellytown,3855,1-374-26677-9
Wine,Pepsi,Alcoholic,228,6620,2861,3759,6/16/20,David Cox,Missouri,East Michael,96794,1-85126-894-4
Wine,Pepsi,Alcoholic,719,5645,2325,3320,3/13/20,Megan Cain,Maryland,Annaborough,6350,1-194-59330-5
Vodka,Coca-Cola,Alcoholic,739,3359,1669,1690,9/30/20,Lauren Beasley,Louisiana,Dustinport,83705,1-71716-685-7
Coffee,Dr. Pepper,Coffee,361,3269,817,2452,5/16/20,Jason Chavez,Wisconsin,Julieside,59388,1-123-85751-2
Lemonade,Dr. Pepper,Soft Drink,297,2788,6472,-3684,11/24/22,Mark Frank,Massachusetts,Bobbyland,64872,0-348-90978-0
Vodka,Coca-Cola,Alcoholic,300,4846,3797,1049,2/10/23,Richard Fernandez,Colorado,Atkinsonshire,86419,0-329-79644-5
Lemonade,Dr. Pepper,Soft Drink,348,6688,992,5696,1/5/22,Kaitlyn Martin,Wyoming,Cunninghambury,29041,0-09-745855-4
Lemonade,Pepsi,Soft Drink,244,1242,1697,-455,6/30/22,Jennifer Hughes,Missouri,Scottstad,83690,0-331-45299-5
Cola,Coca-Cola,Soft Drink,475,5572,951,4621,5/15/20,Kristen Ford,Illinois,Connermouth,48824,0-10-907026-7
Wine,Coca-Cola,Alcoholic,124,2296,1261,1035,5/9/21,Oscar Gonzalez,Florida,West Micheal,64787,1-84532-216-9
Black Tea,Pepsi,Tea,524,4928,5365,-437,2/27/23,Micheal Hardy,Washington,Maryside,79623,1-168-91829-4
Vodka,Coca-Cola,Alcoholic,329,7547,3638,3909,7/30/21,Mary Roberts,Pennsylvania,Donnashire,27290,1-317-14807-X
Lemonade,Dr. Pepper,Soft Drink,752,8981,4517,4464,5/13/20,Paul Wood,Maryland,East Coryburgh,2344,1-65696-000-1
Lemonade,Dr. Pepper,Soft Drink,400,7727,2169,5558,5/22/22,Jeffrey Galloway,New York,East Teresachester,7488,0-613-58382-5
Cola,Coca-Cola,Soft Drink,785,2813,1444,1369,6/4/20,Frank Graham,Illinois,East Brian,76431,1-85407-770-8
Cola,Pepsi,Soft Drink,154,7388,3483,3905,11/13/20,Robert Mitchell,Maryland,Dunlapfort,56404,1-5229-4375-7
Lemonade,Coca-Cola,Soft Drink,315,4572,5971,-1399,5/18/20,Geoffrey Gill,Ohio,West Jenniferside,46543,1-362-32913-4
Coffee,Coca-Cola,Coffee,984,5121,4682,439,12/26/21,Richard Nguyen,Rhode Island,Port Connieborough,99050,1-04-316614-9
Lemonade,Dr. Pepper,Soft Drink,827,6545,608,5937,8/16/22,Maria Hunt,Massachusetts,Lewisland,57109,0-7433-7565-3
Beer,Coca-Cola,Alcoholic,290,9628,6255,3373,7/8/23,Ryan Good,Montana,Lake Tommystad,6092,0-624-72291-0
Energy Drink,Pepsi,Soft Drink,666,3944,6274,-2330,5/1/23,Damon Parks,Utah,Woodsburgh,41746,0-230-14581-7
Black Tea,Coca-Cola,Tea,499,2109,4639,-2530,11/25/21,Shelly Reese,Mississippi,South Elizabethchester,73019,0-7261-2979-8
Black Tea,Dr. Pepper,Tea,187,1134,4978,-3844,2/3/20,William Stevens,Missouri,New Melissastad,88947,1-348-93152-3
Vodka,Dr. Pepper,Alcoholic,480,9700,2634,7066,6/6/20,Ryan Bates,Arizona,Denisechester,58222,0-03-399534-6
Green Tea,Coca-Cola,Tea,747,9284,833,8451,1/5/21,Joshua Miles,Alaska,Thorntonland,39728,1-75819-066-3
Herbal Tea,Dr. Pepper,Tea,384,3432,3330,102,10/31/22,Hailey Brown,Vermont,Timothyland,32781,1-02-690703-9
Wine,Dr. Pepper,Alcoholic,137,8565,6570,1995,9/14/20,Mr. Michael Nicholson,Colorado,South Robertview,37540,1-67414-067-3
Herbal Tea,Pepsi,Tea,705,7941,5805,2136,1/15/21,Dennis Turner,Louisiana,West Jessicamouth,35774,0-272-97689-X
Beer,Pepsi,Alcoholic,1000,1805,2219,-414,2/22/23,Holly Ho,New Hampshire,East Donna,83244,1-5392-6604-4
Beer,Dr. Pepper,Alcoholic,313,4374,7130,-2756,4/10/20,Leslie Brown,Iowa,New Ericfort,8391,1-384-13915-X
Herbal Tea,Dr. Pepper,Tea,269,7295,7198,97,7/12/23,Natasha Rivera,Colorado,Shawnchester,6127,1-79764-165-4
Beer,Dr. Pepper,Alcoholic,492,1331,3102,-1771,12/15/21,Kristopher Wilcox,Georgia,South Keith,8020,1-905429-13-4
Vodka,Pepsi,Alcoholic,521,4454,1582,2872,7/9/22,Daniel Coleman,Virginia,South Jackmouth,45866,1-02-198549-X
Herbal Tea,Dr. Pepper,Tea,192,3986,6156,-2170,4/20/21,Beverly Larson,Illinois,Monicaberg,34835,1-301-16519-0
Lemonade,Dr. Pepper,Soft Drink,566,4302,1816,2486,2/21/21,Riley Fernandez,Illinois,South Jeffreyshire,91456,1-4756-2315-1
Wine,Pepsi,Alcoholic,356,2231,2227,4,8/22/22,Joshua Hill,Delaware,East Carlaborough,38345,0-451-25854-1
Beer,Dr. Pepper,Alcoholic,974,7353,2696,4657,12/20/21,Michael Marshall,Maryland,Johnsonfort,83368,1-348-25837-3
Herbal Tea,Pepsi,Tea,995,3699,2625,1074,9/8/20,Sarah Lawrence,Iowa,North Johnathan,29280,1-63640-657-2
Wine,Dr. Pepper,Alcoholic,771,9151,5084,4067,4/21/22,Vincent Dalton,Rhode Island,North Jason,45289,0-09-774669-X
Green Tea,Pepsi,Tea,915,4685,4334,351,12/20/20,Randall Blankenship,Mississippi,Thomasview,68060,1-169-34224-8
Cola,Coca-Cola,Soft Drink,775,6171,7851,-1680,4/16/23,Robin Obrien,Louisiana,Lake Kimberlyburgh,1979,0-916732-24-X
Black Tea,Coca-Cola,Tea,924,5707,7673,-1966,12/14/22,Donald Johnson,Alaska,South Jameschester,54174,0-660-90413-6
Beer,Dr. Pepper,Alcoholic,157,3170,4391,-1221,9/24/22,Christopher Stokes,Montana,Comptonfort,25481,1-65701-271-9
Herbal Tea,Dr. Pepper,Tea,448,2477,5643,-3166,7/6/20,Richard Tyler,West Virginia,Brownfort,99548,0-9839590-1-3
Beer,Pepsi,Alcoholic,145,4696,3042,1654,10/20/20,Aaron Torres,Wyoming,Nicholasland,3757,1-325-45840-6
Green Tea,Pepsi,Tea,319,6049,6238,-189,3/28/22,Katherine Campbell,Kansas,Ericmouth,52215,1-04-313921-4
Green Tea,Coca-Cola,Tea,451,4061,4111,-50,12/20/22,Kellie Bowman,Michigan,Lindafurt,80643,0-914010-40-9
Coffee,Dr. Pepper,Coffee,747,1240,3473,-2233,9/24/22,Jeffrey Willis,Ohio,Warefort,2881,0-02-219436-3
Vodka,Coca-Cola,Alcoholic,536,3596,3983,-387,6/5/23,Elizabeth Trujillo,New Jersey,New Robinburgh,70202,1-319-10223-9
Beer,Dr. Pepper,Alcoholic,212,4730,6886,-2156,9/8/22,Priscilla Bullock,Pennsylvania,New Jessica,57309,0-7431-3644-6
Black Tea,Dr. Pepper,Tea,680,4355,4607,-252,2/9/20,Michael Jones,Utah,South Benjamin,20969,1-212-06780-0
Black Tea,Pepsi,Tea,282,9059,6861,2198,5/21/22,Carol Dorsey,Virginia,Port Robertberg,23861,0-12-612283-0
Green Tea,Pepsi,Tea,389,2246,7557,-5311,9/10/22,Sean Sims,Arizona,New Savannahview,53224,1-55565-028-7
Energy Drink,Dr. Pepper,Soft Drink,669,6666,3159,3507,10/17/21,Annette Wong,Indiana,South Jessicamouth,46579,0-8160-3217-3
Beer,Dr. Pepper,Alcoholic,956,4265,3069,1196,7/16/20,Lauren Hood,Vermont,Nancyfort,83511,0-03-334226-1
Black Tea,Pepsi,Tea,741,1034,2049,-1015,10/13/21,Matthew Arroyo,Louisiana,Joshuaview,53512,1-03-281055-6
Coffee,Coca-Cola,Coffee,328,9290,2892,6398,2/15/23,Jerry Hunt,Colorado,Pearsonbury,29149,0-606-50040-5
Coffee,Dr. Pepper,Coffee,221,7148,5420,1728,9/7/20,Jocelyn Rowe,Minnesota,North Aaronfort,21393,0-397-31564-3
Lemonade,Coca-Cola,Soft Drink,321,2970,6185,-3215,4/5/22,Monique Moore,Alabama,New Josephshire,83530,1-118-69920-3
Black Tea,Pepsi,Tea,318,2340,6958,-4618,7/19/20,Ryan Richard,Washington,South Williammouth,67463,0-305-59617-9
Lemonade,Coca-Cola,Soft Drink,200,4747,7738,-2991,2/28/20,Melinda Bowman,South Dakota,South Debraberg,48687,1-345-86426-4
Coffee,Pepsi,Coffee,687,4243,5256,-1013,6/22/23,Jason Ochoa,Maryland,South Traci,12633,1-01-868666-5
Green Tea,Pepsi,Tea,828,6894,4376,2518,10/11/22,Evelyn Willis,New Jersey,West Traci,38963,0-07-683389-5
Coffee,Pepsi,Coffee,251,5895,6019,-124,6/24/20,Jose Crawford,Alabama,East Charlesstad,19848,0-227-15262-X
Lemonade,Dr. Pepper,Soft Drink,191,3432,3628,-196,1/2/21,Mr. Dan Rich Jr.,Louisiana,Josephburgh,92380,1-904479-77-4
Beer,Dr. Pepper,Alcoholic,344,6881,3561,3320,3/24/20,Bryce Miller,Ohio,Hutchinsonport,26816,0-09-978917-5
Energy Drink,Coca-Cola,Soft Drink,359,9498,7429,2069,9/5/21,Scott Howell,Vermont,North Daniel,22253,1-00-002132-7
Lemonade,Coca-Cola,Soft Drink,225,3842,5167,-1325,10/5/22,Jacqueline Green,North Dakota,Parkermouth,20011,0-08-610640-6
Black Tea,Pepsi,Tea,223,5388,5078,310,2/10/20,Diamond Torres,Virginia,Harveyshire,45004,0-17-959870-8
Vodka,Coca-Cola,Alcoholic,529,6390,2078,4312,1/25/23,Corey Cox,Iowa,South Michael,81487,0-569-78745-9
Herbal Tea,Pepsi,Tea,670,2261,5599,-3338,2/1/23,Ashley Reed,Mississippi,Rosalesside,46239,1-344-79924-8
Energy Drink,Coca-Cola,Soft Drink,666,7548,7612,-64,9/26/21,Michael Carr,Ohio,Moralesborough,67407,1-937079-21-X
Herbal Tea,Coca-Cola,Tea,242,3410,7749,-4339,3/20/21,Melissa Singh,Illinois,South Jeanette,13085,0-12-798984-6
Lemonade,Coca-Cola,Soft Drink,500,4278,3334,944,6/21/22,James King,Georgia,New Samanthaside,13304,1-4588-7886-4
Green Tea,Dr. Pepper,Tea,820,9936,7791,2145,4/17/20,Patrick Cole,Colorado,New John,98973,0-506-90111-4
Beer,Pepsi,Alcoholic,578,7437,2670,4767,9/1/22,Lori Lopez,Maryland,New Ashley,28457,1-80609-124-0
